cod_municipio,municipio,cod_depto,poblacion_total,pob_urbana,pob_rural,pct_urbano,area_km2,densidad_hab_km2,ipm_municipal,priv_hacinamiento,priv_agua,priv_salud,priv_trabajo_informal,tasa_kg_hab_dia,kg_residuos_dia,ton_residuos_dia,pct_reciclable,kg_reciclables_dia,cobertura_recoleccion_pct,dist_centro_acopio_km,centros_acopio_existentes,acceso_vial,necesita_centro_acopio,potencial_reciclaje_kg_mes,label_clase
25662,SAN JUAN DE RIOSECO,25,81742,60633,21109,74.2,57.8,1415.4,35.6,4.1,32.9,13.9,85.7,0.776,63423.0,63.423,13.8,8766.0,48.7,17.69,2,3,0,262980.0,No prioritario
25718,SASAIMA,25,4729,3325,1404,70.3,70.1,67.49,22.9,4.6,20.9,11.9,77.6,0.605,2863.0,2.863,15.2,435.0,57.7,16.81,0,2,0,13050.0,No prioritario
25736,SESQUILÉ,25,60128,34516,25612,57.4,136.4,440.92,17.7,4.2,12.3,16.6,73.9,0.686,41227.0,41.227,19.1,7876.0,55.8,10.23,0,3,0,236280.0,No prioritario
25740,SIBATÉ,25,1748,1259,489,72.0,160.4,10.9,13.5,6.4,0.5,16.5,76.6,0.526,919.0,0.919,16.7,154.0,56.4,7.07,0,3,0,4620.0,No prioritario
25743,SILVANIA,25,34670,28178,6492,81.3,97.1,356.96,23.5,5.7,23.8,12.9,85.7,0.722,25031.0,25.031,13.9,3484.0,62.2,18.61,2,3,0,104520.0,No prioritario
25745,SIMIJACA,25,178943,127724,51219,71.4,51.7,3463.94,22.4,6.9,5.1,14.2,84.5,0.577,103173.0,103.173,20.4,21048.0,53.2,11.82,4,3,0,631440.0,No prioritario
25754,SOACHA,25,800,548,252,68.5,141.6,5.65,14.1,6.4,6.5,20.7,73.8,0.511,409.0,0.409,18.5,76.0,61.1,9.79,0,1,0,2280.0,No prioritario
25758,SOPÓ,25,3183,2424,759,76.2,304.2,10.46,8.0,4.6,1.7,16.1,67.9,0.672,2139.0,2.139,18.7,401.0,68.4,9.1,0,3,0,12030.0,No prioritario
25769,SUBACHOQUE,25,37749,31771,5978,84.2,499.7,75.54,12.6,3.3,4.6,14.7,76.7,0.767,28969.0,28.969,20.1,5812.0,71.2,7.01,1,3,0,174360.0,No prioritario
25772,SUESCA,25,9269,7505,1764,81.0,125.3,73.95,14.0,6.1,1.4,14.7,66.6,0.606,5620.0,5.62,24.8,1393.0,64.1,10.33,0,3,0,41790.0,No prioritario
25777,SUPATÁ,25,26057,17241,8816,66.2,149.1,174.8,28.2,4.3,25.4,12.2,87.9,0.495,12892.0,12.892,22.7,2923.0,51.6,13.41,0,3,1,87690.0,Prioritario
25779,SUSA,25,4504,2963,1541,65.8,80.5,55.97,27.1,5.8,15.8,13.6,87.4,0.606,2729.0,2.729,14.0,383.0,43.3,13.58,0,3,0,11490.0,No prioritario
25781,SUTATAUSA,25,15613,10786,4827,69.1,235.6,66.26,21.3,5.5,6.0,12.1,68.3,0.619,9670.0,9.67,21.3,2058.0,56.5,10.53,0,2,0,61740.0,No prioritario
25785,TABIO,25,10094,7253,2841,71.9,88.4,114.18,9.6,2.7,3.0,16.5,72.3,0.681,6877.0,6.877,17.8,1227.0,66.2,10.25,0,3,0,36810.0,No prioritario
25793,TAUSA,25,109317,91108,18209,83.3,486.8,224.58,24.3,4.8,20.0,10.4,72.8,0.759,83009.0,83.009,19.3,16047.0,61.5,11.31,5,3,0,481410.0,No prioritario
25797,TENA,25,21119,15062,6057,71.3,30.0,703.97,18.5,3.2,7.2,13.3,82.5,0.631,13316.0,13.316,11.6,1539.0,51.0,12.63,0,3,0,46170.0,No prioritario
25799,TENJO,25,24530,21708,2822,88.5,158.9,154.35,10.4,4.5,0.7,14.8,68.4,0.852,20910.0,20.91,17.8,3730.0,84.4,13.34,0,2,0,111900.0,No prioritario
25805,TIBACUY,25,6365,5138,1227,80.7,351.2,18.12,27.4,3.5,32.2,11.9,88.3,0.691,4397.0,4.397,15.1,665.0,61.4,14.17,0,2,0,19950.0,No prioritario
25807,TIBIRITA,25,5554,3421,2133,61.6,305.1,18.2,52.3,3.8,46.3,10.5,90.5,0.569,3159.0,3.159,18.1,573.0,45.4,25.17,0,1,2,17190.0,Muy prioritario
25815,TOCAIMA,25,6132,4102,2030,66.9,6195.9,0.99,24.4,8.8,13.4,10.7,82.1,0.489,2997.0,2.997,19.4,582.0,52.1,13.27,0,2,0,17460.0,No prioritario
25817,TOCANCIPÁ,25,27173,22328,4845,82.2,372.3,72.98,10.1,5.7,0.4,14.8,63.8,0.658,17871.0,17.871,11.5,2054.0,70.1,6.11,0,3,0,61620.0,No prioritario
25823,TOPAIPÍ,25,6261,3540,2721,56.5,73.3,85.37,47.1,2.4,63.7,11.1,91.9,0.549,3439.0,3.439,15.1,519.0,39.0,22.95,0,2,1,15570.0,Prioritario
25839,UBALÁ,25,22507,11156,11351,49.6,218.2,103.15,47.0,5.7,69.0,11.7,88.9,0.625,14069.0,14.069,17.8,2507.0,26.1,24.09,0,3,2,75210.0,Muy prioritario
25841,UBAQUE,25,560016,375966,184050,67.1,30.0,18667.2,34.1,5.3,37.6,10.5,89.8,0.656,367112.0,367.112,15.7,57466.0,50.9,28.09,8,2,1,1723980.0,Prioritario
25843,VILLA DE SAN DIEGO DE UBATÉ,25,64088,42969,21119,67.0,222.1,288.51,14.2,6.3,2.0,13.8,75.8,0.524,33572.0,33.572,18.4,6175.0,54.2,15.66,2,2,0,185250.0,No prioritario
25845,UNE,25,7429,5701,1728,76.7,90.0,82.5,29.6,12.0,18.9,7.8,92.1,0.671,4983.0,4.983,18.2,908.0,53.6,18.95,0,3,1,27240.0,Prioritario
25851,ÚTICA,25,116097,69638,46459,60.0,734.0,158.18,35.5,6.9,34.8,9.6,88.2,0.644,74726.0,74.726,16.5,12347.0,45.0,22.8,1,2,0,370410.0,No prioritario
25862,VERGARA,25,6409,3628,2781,56.6,126.5,50.65,50.0,3.5,60.0,9.0,92.7,0.699,4478.0,4.478,14.3,642.0,34.6,24.06,0,1,2,19260.0,Muy prioritario
25867,VIANÍ,25,800,546,254,68.3,212.7,3.76,31.6,4.5,35.9,12.1,89.7,0.694,555.0,0.555,12.7,70.0,51.2,17.44,0,3,0,2100.0,No prioritario
25871,VILLAGÓMEZ,25,2176,1305,871,60.0,114.1,19.07,38.2,4.3,49.4,13.5,88.2,0.651,1416.0,1.416,12.1,172.0,36.5,24.04,0,1,1,5160.0,Prioritario
25873,VILLAPINZÓN,25,800,566,234,70.9,1971.6,0.41,31.4,8.9,10.9,11.8,88.0,0.638,511.0,0.511,18.7,96.0,62.3,15.51,0,3,0,2880.0,No prioritario
25875,VILLETA,25,7095,4965,2130,70.0,166.4,42.63,18.7,6.9,10.9,14.2,79.9,0.661,4690.0,4.69,16.6,776.0,61.8,18.77,0,3,0,23280.0,No prioritario
25878,VIOTÁ,25,13810,9693,4117,70.2,2206.3,6.26,36.3,6.4,23.5,13.7,89.4,0.731,10091.0,10.091,16.1,1625.0,57.1,17.62,0,2,1,48750.0,Prioritario
25885,YACOPÍ,25,273098,111784,161314,40.9,650.0,420.15,55.5,3.4,52.6,12.9,93.7,0.407,111180.0,111.18,12.3,13699.0,18.7,27.91,5,2,2,410970.0,Muy prioritario
25898,ZIPACÓN,25,24063,17737,6326,73.7,436.4,55.14,20.5,5.1,12.8,12.4,81.7,0.617,14844.0,14.844,16.0,2368.0,51.5,13.23,0,2,0,71040.0,No prioritario
25899,ZIPAQUIRÁ,25,9005,8494,511,94.3,380.9,23.64,10.3,4.8,1.3,15.2,69.7,0.666,5993.0,5.993,22.1,1323.0,91.6,13.43,0,3,0,39690.0,No prioritario
27001,QUIBDÓ,27,59452,29938,29514,50.4,392.5,151.47,44.4,8.5,74.7,19.8,88.6,0.582,34587.0,34.587,13.5,4680.0,31.7,21.08,2,3,0,140400.0,No prioritario
27006,ACANDÍ,27,800,389,411,48.7,30.0,26.67,51.4,10.8,37.4,14.5,92.2,0.643,515.0,0.515,10.4,53.0,24.7,27.24,0,2,2,1590.0,Muy prioritario
27025,ALTO BAUDÓ,27,20416,7094,13322,34.8,175.1,116.6,90.6,40.2,73.3,40.5,97.9,0.441,9009.0,9.009,15.2,1370.0,10.0,41.71,0,1,2,41100.0,Muy prioritario
27050,ATRATO,27,53506,26505,27001,49.5,674.6,79.31,61.5,5.1,55.6,16.4,92.6,0.357,19097.0,19.097,13.8,2643.0,32.0,28.06,1,3,1,79290.0,Prioritario
27073,BAGADÓ,27,933,365,568,39.2,230.7,4.04,81.0,23.6,66.3,37.4,93.0,0.474,442.0,0.442,13.5,60.0,10.9,39.94,0,1,2,1800.0,Muy prioritario
27075,BAHÍA SOLANO,27,104689,63811,40878,61.0,45.3,2309.94,46.6,13.6,11.4,18.4,90.5,0.667,69816.0,69.816,20.4,14255.0,47.3,23.0,4,2,0,427650.0,No prioritario
27077,BAJO BAUDÓ,27,24570,10279,14291,41.8,229.8,106.93,80.4,27.5,59.7,28.3,94.5,0.56,13768.0,13.768,13.6,1875.0,18.9,38.31,0,2,2,56250.0,Muy prioritario
27099,BOJAYÁ,27,6326,3012,3314,47.6,1891.1,3.35,77.1,24.9,78.3,24.3,95.9,0.575,3636.0,3.636,15.1,550.0,14.3,34.63,0,3,2,16500.0,Muy prioritario
27135,EL CANTÓN DEL SAN PABLO,27,41731,21766,19965,52.2,1092.6,38.2,60.2,5.6,66.0,18.6,95.8,0.536,22378.0,22.378,11.2,2502.0,25.5,28.44,2,2,1,75060.0,Prioritario
27150,CARMEN DEL DARIÉN,27,795914,289632,506282,36.4,227.1,3503.97,77.8,16.5,80.3,23.1,95.3,0.393,312983.0,312.983,12.5,39060.0,14.2,37.18,16,2,2,1171800.0,Muy prioritario
27160,CÉRTEGUI,27,18533,10534,7999,56.8,766.4,24.18,55.9,3.2,59.8,24.8,94.8,0.619,11464.0,11.464,17.0,1950.0,20.8,26.08,0,3,2,58500.0,Muy prioritario
27205,CONDOTO,27,20885,14260,6625,68.3,157.6,132.5,53.2,6.0,67.9,18.7,92.5,0.556,11620.0,11.62,11.7,1355.0,44.7,23.53,0,2,2,40650.0,Muy prioritario
27245,EL CARMEN DE ATRATO,27,5843,3011,2832,51.5,31.7,184.5,54.0,8.6,38.4,21.1,81.6,0.731,4271.0,4.271,15.3,652.0,23.0,33.81,0,2,2,19560.0,Muy prioritario
27250,EL LITORAL DEL SAN JUAN,27,2893,791,2102,27.3,80.7,35.85,83.1,23.8,74.3,36.7,95.4,0.505,1461.0,1.461,12.5,183.0,10.0,39.02,0,1,2,5490.0,Muy prioritario
27361,ISTMINA,27,59551,36205,23346,60.8,1596.3,37.3,55.1,8.3,96.3,23.2,90.5,0.547,32559.0,32.559,15.7,5113.0,36.7,27.97,0,1,2,153390.0,Muy prioritario
27372,JURADÓ,27,2861,1171,1690,41.0,176.1,16.24,71.8,22.7,29.5,25.1,96.3,0.465,1330.0,1.33,16.7,222.0,13.5,33.26,0,3,2,6660.0,Muy prioritario
27413,LLORÓ,27,15196,3491,11705,23.0,182.7,83.17,74.4,24.1,79.5,19.6,95.7,0.434,6602.0,6.602,12.8,845.0,10.0,34.93,0,1,2,25350.0,Muy prioritario
27425,MEDIO ATRATO,27,5654,2590,3064,45.8,170.7,33.11,76.6,8.2,84.0,23.6,94.7,0.514,2907.0,2.907,18.5,538.0,12.8,34.92,0,3,2,16140.0,Muy prioritario
27430,MEDIO BAUDÓ,27,31639,10313,21326,32.6,2404.2,13.16,80.2,15.4,77.9,25.8,97.1,0.57,18026.0,18.026,9.8,1763.0,16.7,37.03,0,1,2,52890.0,Muy prioritario
27450,MEDIO SAN JUAN,27,24357,10340,14017,42.5,1721.8,14.15,69.7,9.4,86.7,21.5,92.1,0.535,13025.0,13.025,14.2,1843.0,26.6,33.11,0,2,2,55290.0,Muy prioritario
27491,NÓVITA,27,86471,44615,41856,51.6,3507.1,24.66,60.1,5.3,59.3,18.9,95.2,0.498,43050.0,43.05,14.9,6420.0,22.6,28.81,2,1,1,192600.0,Prioritario
27495,NUQUÍ,27,5334,2282,3052,42.8,202.2,26.38,72.9,26.0,37.7,28.5,94.7,0.672,3586.0,3.586,10.6,379.0,24.5,34.08,0,3,2,11370.0,Muy prioritario
27580,RÍO IRÓ,27,8219,3749,4470,45.6,348.9,23.56,75.1,11.0,20.9,21.6,95.7,0.536,4409.0,4.409,16.9,746.0,16.5,33.19,0,3,2,22380.0,Muy prioritario
27600,RÍO QUITO,27,2294,950,1344,41.4,39.6,57.86,66.8,7.4,74.6,17.4,97.1,0.577,1324.0,1.324,20.6,273.0,17.9,31.7,0,1,2,8190.0,Muy prioritario
27615,RIOSUCIO,27,6004,2795,3209,46.6,1439.9,4.17,70.9,13.3,76.4,22.6,95.0,0.488,2928.0,2.928,14.1,413.0,20.3,31.59,0,3,2,12390.0,Muy prioritario
27660,SAN JOSÉ DEL PALMAR,27,26347,12505,13842,47.5,60.3,437.22,59.1,9.8,41.0,14.7,93.1,0.569,14989.0,14.989,15.8,2362.0,21.7,26.67,0,3,2,70860.0,Muy prioritario
27745,SIPÍ,27,52186,25618,26568,49.1,317.4,164.42,69.7,6.5,86.9,19.7,91.9,0.571,29811.0,29.811,14.7,4371.0,28.2,38.52,0,2,2,131130.0,Muy prioritario
27787,TADÓ,27,2540,1371,1169,54.0,65.6,38.73,59.9,8.0,60.1,20.1,92.5,0.415,1053.0,1.053,12.8,134.0,31.2,29.05,0,3,2,4020.0,Muy prioritario
27800,UNGUÍA,27,63913,25230,38683,39.5,120.7,529.49,63.4,14.7,40.2,18.7,94.2,0.669,42766.0,42.766,8.0,3421.0,14.1,31.62,2,2,2,102630.0,Muy prioritario
27810,UNIÓN PANAMERICANA,27,153299,90826,62473,59.2,89.6,1711.05,57.4,6.6,82.4,17.6,92.6,0.69,105814.0,105.814,13.3,14081.0,29.6,26.54,1,3,1,422430.0,Prioritario
41001,NEIVA,41,28118,19725,8393,70.2,118.0,238.32,17.6,7.3,2.7,19.4,79.4,0.599,16838.0,16.838,12.3,2078.0,53.4,15.72,0,2,0,62340.0,No prioritario
41006,ACEVEDO,41,391692,238401,153291,60.9,128.1,3056.97,51.0,8.1,39.5,14.3,95.6,0.505,197913.0,197.913,20.7,40966.0,31.3,25.4,2,1,1,1228980.0,Prioritario
41013,AGRADO,41,3318,1922,1396,57.9,126.7,26.18,50.0,9.3,23.6,15.4,92.0,0.61,2023.0,2.023,14.9,302.0,37.2,26.5,0,1,2,9060.0,Muy prioritario
41016,AIPE,41,1421,1114,307,78.5,665.1,2.14,35.4,12.3,17.1,14.5,85.1,0.671,953.0,0.953,16.3,155.0,54.0,16.62,0,3,0,4650.0,No prioritario
41020,ALGECIRAS,41,800,448,352,56.1,65.0,12.31,45.2,10.5,28.6,13.8,92.8,0.603,482.0,0.482,17.8,86.0,35.6,29.93,0,3,1,2580.0,Prioritario
41026,ALTAMIRA,41,197378,126253,71125,64.0,318.8,619.07,30.4,9.6,9.6,15.1,87.5,0.621,122609.0,122.609,12.5,15364.0,55.3,19.11,5,1,0,460920.0,No prioritario
41078,BARAYA,41,43384,23949,19435,55.2,1055.3,41.11,49.4,9.4,28.1,12.2,91.8,0.611,26521.0,26.521,12.7,3373.0,40.9,27.77,1,1,1,101190.0,Prioritario
41132,CAMPOALEGRE,41,12087,7725,4362,63.9,132.2,91.44,31.1,13.3,12.2,12.0,87.0,0.721,8720.0,8.72,16.1,1404.0,48.0,14.81,0,3,1,42120.0,Prioritario
41206,COLOMBIA,41,22113,12024,10089,54.4,103.4,213.88,61.7,6.9,38.6,13.4,94.9,0.613,13555.0,13.555,18.0,2443.0,30.0,27.91,0,3,2,73290.0,Muy prioritario
41244,ELÍAS,41,1761,927,834,52.7,185.6,9.49,32.3,5.6,15.8,11.5,91.2,0.477,840.0,0.84,16.3,137.0,47.1,16.29,0,2,0,4110.0,No prioritario
41298,GARZÓN,41,1090725,625754,464971,57.4,1007.9,1082.13,32.0,7.0,8.9,14.7,88.4,0.688,750950.0,750.95,16.0,120017.0,44.6,15.88,8,1,0,3600510.0,No prioritario
41306,GIGANTE,41,16858,9156,7702,54.3,308.9,54.58,36.9,7.6,13.6,16.7,89.5,0.699,11776.0,11.776,15.2,1786.0,36.2,22.85,0,3,1,53580.0,Prioritario
41319,GUADALUPE,41,16267,10847,5420,66.7,129.4,125.76,43.2,7.8,21.0,12.9,93.8,0.869,14134.0,14.134,17.4,2455.0,39.9,19.04,0,1,1,73650.0,Prioritario
41349,HOBO,41,49334,37200,12134,75.4,437.3,112.81,38.8,15.4,22.2,15.2,86.5,0.562,27713.0,27.713,17.6,4890.0,58.2,16.99,1,2,0,146700.0,No prioritario
41357,ÍQUIRA,41,31755,17276,14479,54.4,65.2,487.14,49.6,12.3,32.2,13.9,92.2,0.587,18642.0,18.642,11.9,2209.0,38.2,23.08,2,1,0,66270.0,No prioritario
41359,ISNOS,41,19990,11552,8438,57.8,554.3,36.07,43.1,6.9,18.0,9.6,95.2,0.415,8288.0,8.288,15.4,1278.0,35.9,20.02,0,2,1,38340.0,Prioritario
41378,LA ARGENTINA,41,3220,1904,1316,59.2,399.5,8.06,44.0,9.4,20.3,11.2,93.2,0.631,2031.0,2.031,12.2,248.0,41.5,20.43,0,3,1,7440.0,Prioritario
41396,LA PLATA,41,31214,21473,9741,68.8,169.1,184.56,42.5,9.6,21.2,14.7,90.8,0.581,18145.0,18.145,16.6,3016.0,47.3,23.36,0,3,2,90480.0,Muy prioritario
41483,NÁTAGA,41,395396,195488,199908,49.4,89.5,4420.23,46.9,10.7,27.0,13.5,91.8,0.702,277426.0,277.426,13.0,36071.0,29.5,23.77,5,1,1,1082130.0,Prioritario
41503,OPORAPA,41,150505,77972,72533,51.8,84.4,1782.49,58.5,8.3,16.1,11.7,93.6,0.495,74539.0,74.539,22.3,16621.0,16.6,25.83,1,3,2,498630.0,Muy prioritario
41518,PAICOL,41,235092,163016,72076,69.3,464.9,505.7,39.1,7.1,26.2,15.5,88.3,0.492,115720.0,115.72,16.3,18879.0,49.6,18.86,2,2,0,566370.0,No prioritario
41524,PALERMO,41,5323,3696,1627,69.4,1069.3,4.98,32.6,8.3,18.4,15.8,84.5,0.59,3141.0,3.141,12.2,384.0,57.6,16.14,0,1,1,11520.0,Prioritario
41530,PALESTINA,41,2250,1258,992,55.9,113.9,19.76,51.0,8.4,30.8,11.0,94.5,0.416,935.0,0.935,14.7,137.0,31.9,22.97,0,2,1,4110.0,Prioritario
41548,PITAL,41,10652,7101,3551,66.7,424.1,25.11,43.9,7.4,28.7,16.3,92.5,0.677,7209.0,7.209,17.7,1278.0,47.1,22.61,0,2,1,38340.0,Prioritario
41551,PITALITO,41,14769,6373,8396,43.2,30.0,492.3,33.7,7.9,12.9,17.6,88.0,0.357,5279.0,5.279,18.8,994.0,24.9,19.96,0,3,1,29820.0,Prioritario
41615,RIVERA,41,95754,70841,24913,74.0,121.3,789.25,27.4,8.1,7.9,15.5,83.0,0.648,62069.0,62.069,15.1,9391.0,60.2,16.09,1,3,0,281730.0,No prioritario
41660,SALADOBLANCO,41,800,360,440,45.1,235.7,3.39,57.8,8.2,24.4,13.3,94.8,0.364,291.0,0.291,9.3,27.0,22.2,29.78,0,2,2,810.0,Muy prioritario
41668,SAN AGUSTÍN,41,209649,101836,107813,48.6,82.1,2552.45,36.3,7.6,16.7,12.5,92.6,0.519,108740.0,108.74,16.8,18277.0,28.1,17.09,4,3,0,548310.0,No prioritario
41676,SANTA MARÍA,41,10052,5849,4203,58.2,79.5,126.39,51.5,11.2,49.9,12.3,92.6,0.714,7179.0,7.179,11.2,802.0,43.6,31.92,0,2,2,24060.0,Muy prioritario
41770,SUAZA,41,6195,4400,1795,71.0,109.8,56.42,41.6,5.9,33.9,11.2,94.6,0.663,4107.0,4.107,15.3,628.0,56.1,23.14,0,3,1,18840.0,Prioritario
41791,TARQUI,41,2160,1201,959,55.6,347.5,6.22,47.1,7.8,19.6,12.9,93.6,0.503,1088.0,1.088,14.3,155.0,32.9,28.09,0,1,2,4650.0,Muy prioritario
41797,TESALIA,41,800,567,233,71.0,195.4,4.09,36.1,10.7,15.6,14.2,84.9,0.631,505.0,0.505,16.4,83.0,55.5,15.94,0,3,0,2490.0,No prioritario
41799,TELLO,41,58788,41856,16932,71.2,30.0,1959.6,44.5,11.5,18.3,14.2,92.5,0.636,37403.0,37.403,18.7,6990.0,53.4,27.39,2,3,0,209700.0,No prioritario
41801,TERUEL,41,15244,10911,4333,71.6,30.0,508.13,39.9,11.2,33.0,11.0,89.7,0.674,10276.0,10.276,14.6,1501.0,55.7,22.36,0,3,1,45030.0,Prioritario
41807,TIMANÁ,41,1310,964,346,73.6,118.1,11.09,40.8,9.0,11.9,12.9,91.7,0.535,701.0,0.701,16.0,112.0,45.6,23.08,0,2,1,3360.0,Prioritario
41872,VILLAVIEJA,41,1298,885,413,68.2,423.8,3.06,37.9,13.1,11.2,11.7,87.5,0.67,870.0,0.87,16.3,142.0,55.0,17.04,0,3,0,4260.0,No prioritario
41885,YAGUARÁ,41,7299,5205,2094,71.3,30.0,243.3,23.8,7.0,10.0,14.2,81.4,0.419,3058.0,3.058,17.1,522.0,54.2,14.98,0,2,0,15660.0,No prioritario
44001,RIOHACHA,44,269477,121599,147878,45.1,134.3,2006.03,45.1,25.1,23.8,20.2,89.3,0.48,129378.0,129.378,14.3,18509.0,25.3,30.43,5,3,1,555270.0,Prioritario
44035,ALBANIA,44,8372,4449,3923,53.2,130.1,64.34,49.8,28.7,21.6,26.7,83.7,0.524,4383.0,4.383,16.1,707.0,46.1,25.67,0,2,2,21210.0,Muy prioritario
44078,BARRANCAS,44,892,448,444,50.2,1294.7,0.69,46.7,25.8,31.0,24.0,89.2,0.602,537.0,0.537,17.1,92.0,32.7,23.7,0,1,1,2760.0,Prioritario
44090,DIBULLA,44,8584,5413,3171,63.1,154.2,55.68,65.5,32.6,38.0,16.5,91.0,0.604,5185.0,5.185,17.0,881.0,35.2,36.78,0,1,2,26430.0,Muy prioritario
44098,DISTRACCIÓN,44,8177,4863,3314,59.5,387.4,21.1,40.2,21.5,6.7,21.2,90.8,0.475,3888.0,3.888,16.8,653.0,30.4,19.86,0,1,1,19590.0,Prioritario
44110,EL MOLINO,44,800,510,290,63.8,289.9,2.76,37.0,25.8,17.0,20.0,91.9,0.526,421.0,0.421,11.1,47.0,53.3,19.35,0,1,0,1410.0,No prioritario
44279,FONSECA,44,12115,8215,3900,67.8,30.0,403.83,36.0,20.8,15.3,21.6,89.8,0.637,7719.0,7.719,16.4,1268.0,43.5,17.95,0,3,1,38040.0,Prioritario
44378,HATONUEVO,44,8815,5233,3582,59.4,615.1,14.33,43.3,27.3,18.3,24.1,88.2,0.581,5123.0,5.123,16.9,865.0,35.4,27.45,0,3,2,25950.0,Muy prioritario
44420,LA JAGUA DEL PILAR,44,46778,34035,12743,72.8,316.9,147.63,43.0,17.3,18.6,17.5,89.2,0.595,27819.0,27.819,19.0,5275.0,50.9,18.8,1,2,0,158250.0,No prioritario
44430,MAICAO,44,372547,163990,208557,44.0,450.3,827.32,60.0,33.8,52.6,21.1,95.3,0.488,181657.0,181.657,11.8,21481.0,28.7,28.89,2,1,1,644430.0,Prioritario
44560,MANAURE,44,101500,35054,66446,34.5,27214.0,3.73,86.7,41.1,65.2,27.5,95.4,0.544,55200.0,55.2,11.0,6059.0,10.0,41.44,3,1,2,181770.0,Muy prioritario
44650,SAN JUAN DEL CESAR,44,8233,4701,3532,57.1,30.0,274.43,36.6,22.7,16.1,19.1,91.1,0.537,4421.0,4.421,13.5,596.0,39.6,21.49,0,3,1,17880.0,Prioritario
44847,URIBIA,44,1823,348,1475,19.1,1938.4,0.94,92.2,43.2,88.1,26.7,97.1,0.419,765.0,0.765,13.0,100.0,10.0,43.55,0,1,2,3000.0,Muy prioritario
44855,URUMITA,44,1372367,835851,536516,60.9,173.3,7918.72,32.0,21.3,12.9,21.5,90.9,0.767,1052905.0,1052.905,18.7,196811.0,42.2,21.94,6,1,1,5904330.0,Prioritario
44874,VILLANUEVA,44,14862,9824,5038,66.1,345.4,43.02,31.0,22.1,5.4,17.4,91.6,0.501,7439.0,7.439,14.9,1108.0,50.9,22.64,0,1,1,33240.0,Prioritario
47001,SANTA MARTA,47,13698,9167,4531,66.9,231.7,59.12,24.4,19.4,18.4,16.5,87.1,0.47,6432.0,6.432,18.9,1217.0,53.3,11.61,0,3,0,36510.0,No prioritario
47030,ALGARROBO,47,12791,5766,7025,45.1,147.1,86.97,57.3,26.7,7.4,16.6,82.5,0.593,7585.0,7.585,14.4,1091.0,28.2,27.21,0,2,2,32730.0,Muy prioritario
47053,ARACATACA,47,19082,8348,10734,43.7,123.5,154.52,50.0,26.1,22.8,19.9,87.3,0.471,8982.0,8.982,13.5,1213.0,29.2,22.88,0,2,2,36390.0,Muy prioritario
47058,ARIGUANÍ,47,10302,5202,5100,50.5,363.4,28.35,56.4,24.9,34.2,16.1,93.2,0.527,5424.0,5.424,13.9,755.0,31.0,26.23,0,3,2,22650.0,Muy prioritario
47161,CERRO DE SAN ANTONIO,47,4757,1689,3068,35.5,39.6,120.06,62.4,24.7,5.4,16.2,93.0,0.43,2044.0,2.044,15.3,313.0,11.4,30.49,0,1,2,9390.0,Muy prioritario
47170,CHIVOLO,47,4992,2950,2042,59.1,602.3,8.29,53.3,18.5,39.9,15.1,94.9,0.566,2824.0,2.824,16.4,463.0,40.9,30.62,0,1,2,13890.0,Muy prioritario
47189,CIÉNAGA,47,12594,7417,5177,58.9,148.5,84.81,44.6,29.1,15.7,22.9,89.9,0.713,8986.0,8.986,22.2,1996.0,39.2,25.52,0,1,2,59880.0,Muy prioritario
47205,CONCORDIA,47,5023,1637,3386,32.6,63.0,79.67,67.9,14.4,54.3,11.4,96.2,0.545,2735.0,2.735,10.2,279.0,10.0,30.94,0,2,2,8370.0,Muy prioritario
47245,EL BANCO,47,3702,1840,1862,49.7,142.6,25.96,54.7,22.1,35.6,15.3,92.1,0.618,2287.0,2.287,16.0,366.0,26.3,24.69,0,3,2,10980.0,Muy prioritario
47258,EL PIÑÓN,47,16180,7886,8294,48.7,1106.1,14.63,50.4,10.9,18.2,12.6,93.9,0.432,6984.0,6.984,12.8,893.0,29.2,25.39,0,2,2,26790.0,Muy prioritario
47268,EL RETÉN,47,8442,4169,4273,49.4,128.7,65.59,63.6,30.8,7.0,18.8,89.1,0.455,3845.0,3.845,11.8,455.0,29.9,30.25,0,2,2,13650.0,Muy prioritario
47288,FUNDACIÓN,47,200223,138921,61302,69.4,376.2,532.21,43.9,24.3,13.4,18.8,91.6,0.4,80171.0,80.171,16.4,13153.0,48.4,20.02,5,1,0,394590.0,No prioritario
47318,GUAMAL,47,800,270,530,33.8,101.8,7.86,60.3,17.2,16.0,22.6,93.9,0.421,336.0,0.336,13.3,45.0,10.0,34.32,0,2,2,1350.0,Muy prioritario
47460,NUEVA GRANADA,47,95293,43911,51382,46.1,607.6,156.84,66.4,22.1,75.2,16.5,95.7,0.611,58210.0,58.21,22.9,13308.0,21.8,37.12,2,2,2,399240.0,Muy prioritario
47541,PEDRAZA,47,125863,62930,62933,50.0,557.0,225.96,56.2,13.1,19.0,16.7,93.5,0.591,74429.0,74.429,13.9,10381.0,28.7,26.53,1,2,1,311430.0,Prioritario
47545,PIJIÑO DEL CARMEN,47,800,431,369,53.9,2249.2,0.36,60.8,26.5,25.6,16.7,93.3,0.548,438.0,0.438,11.5,50.0,31.2,33.26,0,1,2,1500.0,Muy prioritario
47551,PIVIJAY,47,7209,3984,3225,55.3,198.2,36.37,52.4,21.1,37.8,13.4,93.0,0.569,4104.0,4.104,15.8,650.0,38.6,24.65,0,1,2,19500.0,Muy prioritario
